1.2286,22.1330,55.7464
11.1147,22.1420,56.0572
18.3596,22.2489,56.3682
22.8595,22.4275,56.6804
24.3153,22.6501,56.9944
30.5395,22.8864,57.3108
38.4649,23.1840,57.6296
43.7387,23.5599,57.9515
50.5208,23.9878,58.2773
56.5148,24.4825,58.6075
62.1347,25.0363,58.9427
66.1576,25.6453,59.2835
66.1601,26.2938,59.6306
69.5349,26.9413,59.9842
66.3724,27.6216,60.3445
67.1410,28.2695,60.7116
68.3491,28.9241,61.0853
72.1964,29.5899,61.4657
69.3569,30.2932,61.8528
72.4884,30.9672,62.2471
69.2990,31.6717,62.6483
73.1851,32.3433,63.0565
68.9976,33.0529,63.4717
70.2451,33.7196,63.8940
73.6453,34.3980,64.3231
69.2734,35.1094,64.7591
73.6564,35.7761,65.2023
70.8980,36.4858,65.6523
72.9599,37.1670,66.1096
69.4901,37.8678,66.5737
69.6177,38.5331,67.0450
72.9149,39.1987,67.5231
74.5315,39.8963,68.0079
71.6366,40.6092,68.4998
72.8676,41.2922,68.9990
74.4874,41.9865,69.5051
74.0860,42.6962,70.0183
76.1586,43.4008,70.5387
74.4072,44.1253,71.0663
74.3929,44.8313,71.6013
78.5368,45.5363,72.1434
72.0991,46.2817,72.6927
73.8967,46.9618,73.2496
72.8528,47.6590,73.8134
79.7855,48.3448,74.3843
76.8076,49.0989,74.9622
76.7761,49.8224,75.5478
81.1481,50.5445,76.1407
76.4921,51.3095,76.7409
80.0892,52.0269,77.3490
74.1999,52.7794,77.9643
76.2334,53.4720,78.5872
74.6405,54.1840,79.2172
75.0794,54.8791,79.8545
73.4805,55.5776,80.4988
72.3870,56.2592,81.1502
75.3140,56.9289,81.8085
76.0873,57.6270,82.4737
70.2567,58.3317,83.1459
72.4756,58.9773,83.8253
68.7603,59.6440,84.5113
71.7578,60.2727,85.2040
71.7833,60.9303,85.9031
74.0971,61.5872,86.6089
73.6913,62.2664,87.3213
73.3818,62.9404,88.0406
71.3098,63.6105,88.7668
69.0918,64.2588,89.4997
76.0904,64.8840,90.2393
72.4696,65.5782,90.9851
69.2953,66.2352,91.7380
69.7530,66.8595,92.4975
68.3250,67.4874,93.2633
67.4491,68.1001,94.0354
66.9139,68.7030,94.8138
65.5051,69.2996,95.5982
68.6137,69.8811,96.3887
68.1454,70.4928,97.1851
67.2225,71.0988,97.9876
65.4515,71.6946,98.7962
62.9305,72.2717,99.6108
67.9018,72.8226,100.4312
66.0435,73.4222,101.2572
65.4826,74.0023,102.0892
67.3773,74.5758,102.9270
64.6059,75.1673,103.7706
65.1038,75.7301,104.6201
60.5945,76.2968,105.4752
60.8695,76.8175,106.3360
58.8272,77.3400,107.2021
65.7441,77.8411,108.0733
57.2591,78.4104,108.9496
60.8853,78.8938,109.8315
57.5854,79.4125,110.7182
60.3951,79.8973,111.6101
57.0204,80.4091,112.5068
57.7361,80.8863,113.4086
56.2768,81.3696,114.3151
56.8851,81.8373,115.2264
57.9270,82.3102,116.1424
54.2783,82.7925,117.0630
52.3598,83.2373,117.9884
51.8084,83.6620,118.9181
53.0494,84.0802,119.8520
52.6901,84.5099,120.7900
52.0372,84.9350,121.7323
43.6937,85.3526,122.6786
37.0814,85.6858,123.6291
31.6825,85.9519,124.5828
27.7685,86.1630,125.5390
25.5055,86.3340,126.4972
23.8066,86.4814,127.4570
17.0773,86.6109,128.4182
17.3657,86.6721,129.3805
11.0615,86.7353,130.3432
15.0015,86.7344,131.3065
12.1166,86.7720,132.2696
8.9546,86.7798,133.2329
8.4559,86.7550,134.1961
6.5112,86.7242,135.1588
6.3976,86.6731,136.1211
9.5553,86.6199,137.0827
1.3662,86.5973,138.0435
5.1582,86.4919,139.0040
2.2798,86.4234,139.9631
2.7003,86.3252,140.9214
6.0158,86.2303,141.8785
1.3128,86.1676,142.8344
2.2280,86.0570,143.7894
-2.2803,85.9546,144.7431
-0.4530,85.8061,145.6955
-2.5580,85.6750,146.6462
-2.8091,85.5220,147.5953
-4.1365,85.3655,148.5426
-4.0949,85.1948,149.4881
-6.2433,85.0236,150.4316
-4.6398,84.8300,151.3731
-7.6838,84.6515,152.3124
-1.7040,84.4417,153.2497
-5.4636,84.2908,154.1845
-6.5529,84.1014,155.1175
-6.0176,83.9002,156.0483
-4.4162,83.7034,156.9768
-7.1023,83.5218,157.9030
-4.0752,83.3124,158.8271
-5.5295,83.1324,159.7488
-5.1322,82.9370,160.6683
-8.4880,82.7447,161.5855
-8.1247,82.5179,162.5004
-1.7014,82.2939,163.4128
-2.2478,82.1333,164.3225
-8.6453,81.9663,165.2303
-4.7365,81.7345,166.1360
-8.1037,81.5410,167.0390
-7.3246,81.3129,167.9398
-6.5906,81.0917,168.8378
-9.3990,80.8771,169.7333
-1.9941,80.6335,170.6263
